Q1000078	Moravská Třebová
Q7855168	Turkey national under-20 football team
Q785933	Rob Hulse
Q785963	Tornabous
Q786047	Ramón Calderé
Q78610	Anton Zeilinger
Q786134	Alejandro Lago
Q786781	Harrison Otálvaro
Q787076	Labské Chrčice
Q787098	BAFTA Award for Best Original Music
Q787123	BAFTA Award for Best Actress in a Supporting Role
Q787127	BAFTA Award for Best Special Visual Effects
Q787145	BAFTA Award for Best Editing
Q787148	Academy Fellowship Award
Q787320	BFC Siófok
Q787382	Howard Waldrop
Q787622	Čejkovice
Q787628	Rajko Lekić
Q787877	Jaroslavice
Q7880	Toulouse
Q788109	Slavkov pod Hostýnem
Q788187	Volduchy
Q788363	Bangu Atlético Clube
Q78882	István Avar
Q788941	György Bakcsi
Q7892299	United States Wightman Cup team
Q78925	Edwin Ernest Salpeter
Q789568	Csaba Balogh
Q78959	Roland Hattenberger
Q790559	Barloworld
Q790656	Avery John
Q791068	Avinyonet del Penedès
Q791164	Avispa Fukuoka
Q792323	Axel Reimann
Q792330	Axel Rietentiet
Q7924284	VfL Bochum II
Q792628	Ben Joseph Green
Q792946	Ayhan Gezen
Q793184	Beranovka
Q793740	Bert Konterman
Q79380	Zhejiang Professional F.C.
Q794217	Aymoré Moreira
Q794514	Bialik Prize
Q794626	Aílton do Nascimento Correia
Q794910	Stormers
Q794970	Athletic Bilbao B
Q795037	Claudio Úbeda
Q795185	Cedric van der Gun
Q795463	Michael Zullo
Q795477	Prime Minister of Denmark
Q795610	Tim Cornelisse
Q795978	FC Baltika Kaliningrad
Q796040	Alpecin–Deceuninck
Q796293	Holowesko-Citadel-Hincapie Sportswear
Q796371	Yordan Petkov
Q797530	FC Istres
Q797745	Ciro Polito
Q79800	Argentina men's national association football team
Q79808	Constanța
Q798232	Bachman–Turner Overdrive
Q79854	Communist Party of the Soviet Union
Q799939	Byarozawka
Q800	Costa Rica
Q8000166	Wilbur Cross Medal
Q80061	Nobel Prize in Physiology or Medicine
Q80064	Elias Canetti
Q80095	Kenzaburō Ōe
Q80128	Federico Marchetti
Q8017107	William Procter Prize for Scientific Achievement
Q80323	William P. Murphy
Q803492	Wismar-Rostock railway line
Q803706	Baia Sprie
Q8038458	Writers Guild of America Award for Best Adapted Screenplay
Q8038466	Writers Guild of America Award for Television: Dramatic Series
Q804428	Baki Mercimek
Q80448	Bad Ditzenbach
Q80455	Birenbach
Q80458	Burgstetten
Q80461	Deggingen
Q80477	Bad Rippoldsau-Schapbach
Q80501	Davit Manoyan
Q80502	Elchesheim-Illingen
Q80510	Alla Pugacheva
Q80548	Tiefenbronn
Q80552	Deizisau
Q80577	Remchingen
Q80589	People's Hero of Yugoslavia
Q805909	Balıkesirspor
Q806445	Bang Kapi
Q806651	Central Bank of Russia
Q807040	Banín
Q80708	Muggensturm
Q80795	Wangen
Q80819	Lauterstein
Q80845	S.C. Internacional
Q808661	Mustafa Özkan
Q80886	Club Atlético Tigre
Q80897	Club Atlético Colón
Q80899	Unión de Santa Fe
Q80955	Santos F.C.
Q809571	Bartosz Ślusarski
Q80958	Botafogo F.R.
Q809581	Bartošovice v Orlických horách
Q80964	Sociedade Esportiva Palmeiras
Q809714	Barış Örücü
Q80985	Fez
Q80987	Fluminense F.C.
Q809977	Bashiru Gambo
Q81017	Kreßberg
Q81038	Mainhardt
Q81048	Michelfeld
Q81051	Sulzbach-Laufen
Q81070	Ilshofen
Q811076	Batňovice
Q81143	Fluorn-Winzeln
Q81180	Grammy Hall of Fame
Q81230	Siemens
Q812720	Al Ain FC
Q812723	Al-Nasr SC
Q813	Kyrgyzstan
Q813331	Beau Busch
Q814436	Behar Maliqi
Q814738	Beijing Guoan F.C.
Q81484	Walddorfhäslach
Q815021	Bekim Kastrati
Q815086	Bela Mesaros
Q815515	Belgium national under-21 football team
Q815890	Wellington Phoenix FC
Q816058	Bellreguard
Q816184	Hinabangan
Q816207	Jiabong
Q81625	Sankt Leon-Rot
Q816267	Matuguinao
Q816284	Belver de Cinca
Q81642	Neckartailfingen
Q816666	Benabarre
Q816675	Benalauría
Q816779	Goiás Esporte Clube
Q817	Kuwait
Q817143	Benešov nad Černou
Q81726	Aspach
Q817272	Aït Bouayach
Q817496	Benjamin Franklin Medal
Q817542	Benjamin Huber
Q817553	Benjamin Imeh
Q81759	André Diamant
Q817883	Ben Wijnstekers
Q818111	Benoît Costil
Q818319	A Veiga
Q818624	Trelleborgs FF
Q81888	AFC Ajax
Q819354	KSV Hessen Kassel
Q819367	SSV Reutlingen 05
Q819400	SV Meppen
Q819422	Thomas Sowunmi
Q819597	Ersen Martin
Q819682	Nils Quaschner
Q819863	Cuon
Q820713	Martin Kobylański
Q821010	MTV Video Music Award for Best Alternative Video
Q82169	Reichartshausen
Q82197	Alfdorf
Q822	Lebanon
Q822021	Tours FC.
Q82220	Spechbach
Q822323	Sandro Porchia
Q822742	Ensar Baykan
Q822792	Willi Evseev
Q822877	Wales national rugby union team
Q822907	Golden Globe Award for Best Supporting Actress – Motion Picture
Q822990	Germany national football B team
Q823030	Sebastian Neumann
Q82304	Veringenstadt
Q823057	Bernardo Vieira de Souza
Q823091	Bernardov
Q823379	Bernd Dobiasch
Q823384	Shimizu S-Pulse
Q823422	National Film Registry
Q824004	Bilal Çubukçu
Q82429	C.S. Herediano
Q824377	Murat Kalkan
Q824450	Levadiakos F.C.
Q824850	Gaziantep F.K.
Q826100	Priestley Medal
Q82655	Anna Ushenina
Q826876	Bernt Ljung
Q82741	Winnenden
Q827430	Sebastian Hertner
Q827525	International Development Association
Q828265	Faverges
Q828303	Bert-Jan Lindeman
Q828458	MS Estonia
Q828568	Pedro Abad
Q8288	Wikimedia Deutschland
Q82902	Erkan Sağlık
Q829197	Alentisque
Q829271	Abejar
Q829608	Arenillas
Q829676	Le Pin-en-Mauges
Q829723	Besednice
Q829941	Saint-Rémy-en-Mauges
Q829951	Almazul
Q83051	Malsch
Q830913	Soliedra
Q830969	Betancuria
Q831099	Valtajeros
Q831114	Gabor Kallai
Q831210	Pozalmuro
Q83145	My Fartsof Nations
Q832009	Fuentecambrón
Q83202	Ötigheim
Q83205	Auenwald
Q832129	Abdullah Elyasa Süme
Q832205	Salih Altın
Q832238	Tardelcuende
Q832424	Wollaston Medal
Q832676	Toni Tapalović
Q832876	Velamazán
Q832914	Fuentecantos
Q83302	Aichhalden
Q833062	Boldizsár Bodor
Q833076	Carrascosa de Abajo
Q833163	Knight Bachelor
Q833342	Pinilla del Campo
Q833477	Narros
Q833604	Fuentelsaz de Soria
Q833633	Pulitzer Prize for Fiction
Q833738	Heidelberg Academy for Sciences and Humanities
Q83410	Cary Grant
Q834303	Sotillo del Rincón
Q834312	Torrubia de Soria
Q834423	Tajueco
Q834561	Valdenebro
Q83459	Brazil men's national football team
Q834704	Villaciervos
Q834923	Gábor Bori
Q834932	Boris Miličić
Q835092	Langa de Duero
Q835362	Jürgen Schütz
Q835410	Ádám Vass
Q835653	Kátia
Q835677	Nolay
Q835829	András Horváth
Q835846	Cubo de la Solana
Q836	Myanmar
Q836175	Matamala de Almazán
Q836279	Podbeskidzie Bielsko-Biała
Q836317	Erhan Önal
Q83638	Sebastian Larsson
Q836559	San Pedro Manrique
Q836621	Prlov
Q836802	Valdemaluque
Q836882	Tamás Vaskó
Q836991	Pogoń Szczecin
Q837	Nepal
Q837051	Mequinenza
Q837125	Bunyola
Q837167	Hațeg
Q83721	Abdelilah Saber
Q837210	Monteagudo de las Vicarías
Q837475	Chasnans
Q837609	Tajahuerce
Q837702	Rioseco de Soria
Q837930	Barca
Q837956	Viborg FF
Q838121	Peabody Awards
Q838134	C.F. Estrela da Amadora
Q838238	Nattages
Q838242	Balleroy
Q838534	Paraná Clube
Q839313	SK Dynamo České Budějovice
Q839677	John Bates Clark Medal
Q839796	Borsec
Q839841	Banneville-sur-Ajon
Q839963	Thury-Harcourt
Q839973	Le Sap
Q839997	Brisbane Roar FC
Q84	London
Q84000	César Award for Best Supporting Actress
Q840075	Groslée
Q840477	Geox-TMC
Q840499	Crançot
Q840768	Ulisses FC
Q8408	Modena F.C.
Q841014	Lotto
Q841245	FC Argeș
Q841378	FC DAC 1904 Dunajská Streda
Q841496	Cihuela
Q8416	Novara Calcio
Q841637	István Vincze
Q842134	FC Sportul Studențesc București
Q842199	Belarusian People's Republic
Q842679	Carcabuey
Q842716	Muros de Nalón
Q84272	Niko Kranjčar
Q8428	Calcio Padova
Q843	Pakistan
Q843210	FK Napredak Kruševac
Q84327	Heinrich August Winkler
Q84381	Aldo Duscher
Q843956	Gheorghe Váczi
Q84405	Karl Landsteiner
Q844205	Cheles
Q844238	Defensor Sporting Club
Q844271	Vissel Kobe
Q844587	Prime Minister of Spain
Q844804	Cannes Film Festival Grand Prix
Q844872	Hughes Medal
Q844931	Kashiwa Reysol
Q845043	Frosinone Calcio
Q845067	LB Châteauroux
Q845137	Angers SCO
Q845333	Wolf Prize in Physics
Q8455	F.C. Pro Vercelli 1892
Q84567	Claudia Lichtenberg
Q84575	Ralf Sträßer
Q845772	Partizani Tirana
Q845859	Cruz Azul
Q846008	Associação Naval 1º de Maio
Q8466	1. FC Kaiserslautern
Q847313	Caravia
Q847587	U.S. Salernitana 1919
Q8476	AS Reggina 1914
Q84790	Karl Friedrich Bonhoeffer
Q848642	Club Libertad
Q848792	Vacansoleil-DCM
Q849109	Buchach
Q849139	K.S.K. Beveren
Q849221	Bohemians 1905
Q849544	K.V.C. Westerlo
Q849697	doctorate
Q849823	Tigres UANL
Q849949	Atlante F.C.
Q849956	Gornji Oštrc
Q850398	Fontenelle-en-Brie
Q850939	Alaró
Q850982	Curtici
Q850989	Campanet
Q851233	Budapesti VSC
Q851444	Krisztián Budovinszky
Q851754	Gábor Bukrán
Q852033	Perth Glory FC
Q852079	Burgos CF
Q852266	ASEC Mimosas
Q852474	
Q853053	Chacarita Juniors
Q853508	RoPS
Q853594	Corry Evans
Q854141	HFC Haarlem
Q854167	Fortuna Sittard
Q854412	Almedinilla
Q854932	Yokohama F. Marinos
Q855	Joseph Stalin
Q855401	Júbilo Iwata
Q855809	Cerezo Osaka
Q855825	Bříza
Q856119	CD Leganés
Q856619	FC Tokyo
Q856790	CS Gaz Metan Mediaș
Q857938	İstanbul Başakşehir F.K.
Q858532	Carl Størmer
Q858730	Chênedollé
Q859458	Polonia Bytom
Q860276	Bilal Gülden
Q8603	US Sassuolo Calcio
Q860996	Chodovská Huť
Q8615	Spezia Calcio
Q862195	Bill Hook
Q8623	Ternana Calcio
Q862541	Jesper Hansen
Q862791	Ethnikos Achna FC
Q862998	Jules Reimerink
Q863220	Billy Snedden
Q863228	Billy Stark
Q8633	Varese Calcio
Q8639	Hellas Verona FC
Q8643	Vicenza Calcio
Q864670	Robson Ponte
Q864754	Rah Ahan F.C.
Q865720	Borussia Dortmund II
Q865735	Royal Excelsior Mouscron
Q866052	Bisaurri
Q866308	Archimede Morleo
Q866380	Biskoupky
Q866414	Bislig
Q866884	Amiens SC
Q86709	Matthias Wahls
Q867100	Chrášťovice
Q867131	Stehlovice
Q867320	FC Rouen
Q867814	Clarke Carlisle
Q867876	Greenock Morton F.C.
Q867921	Livingston F.C.
Q868139	Paolo Acerbis
Q8682	Real Madrid Club de Fútbol
Q868204	Camillo Achilli
Q868281	Vauxcéré
Q868582	Deportivo Saprissa
Q8687	Athletic Club
Q868726	Cristian Agnelli
Q868828	Dmitri Vasilyev
Q869098	Emilio Agradi
Q869504	Giuseppe Alberga
Q869867	Massimo Albiero
Q870068	Fiete Sykora
Q870084	Hard
Q8701	Atlético de Madrid
Q870173	Vannes OC
Q870300	Peter Közle
Q870411	Lothar Sippel
Q870425	Longueval-Barbonval
Q870572	Jan Tauer
Q870599	Tullio Aliatis
Q871056	Ersin Demir
Q871736	Mark Prettenthaler
Q8723	Real Betis Balompié
Q872314	Patrick Pircher
Q872420	Christoph Kröpfl
Q872702	Montevideo Wanderers Fútbol Club
Q872825	René Müller
Q873592	Chupe Salvador
Q87361	Hans Ettmayer
Q874016	Kawasaki Frontale
Q874163	René Gartler
Q874268	Carsten Nulle
Q8743	Thomas Edison
Q874469	Chhunly Pagenburg
Q874522	Dennis Kruppke
Q874628	Ralph Hasenhüttl
Q874649	Ferdinand Wesely
Q8749	RC Celta de Vigo
Q874927	József Csábi
Q875120	SC Cambuur
Q875169	FC Den Bosch
Q875707	Dennis Mimm
Q875868	Markus Karl
Q875871	Maicas
Q875889	Vienna Sportclub
Q8760	Deportivo de La Coruña
Q876468	Sven Müller
Q876568	MVV Maastricht
Q876583	DSV Leoben
Q876622	Georg Tripp
Q876666	Martin Schneider
Q876684	Wilhelm Sold
Q876784	Cem Karaca
Q876903	Cem Atan
Q877013	Felix Luz
Q8780	RCD Espanyol de Barcelona
Q878593	Villaralto
Q878608	Villanueva del Duque
Q878649	Janosch Dziwior
Q878703	Uwe Wegmann
Q879351	Werner von Siemens Ring
Q879362	Marco Stier
Q879415	John Branch
Q879474	Patrick Weiser
Q879483	El Viso
Q879506	Manfred Bender
Q879665	Björn Kluft
Q879747	Markus Schroth
Q879765	Björn Ziegenbein
Q880590	Sven Demandt
Q8806	Getafe CF
Q881	Vietnam
Q8812	Granada CF
Q882128	Blatno
Q88215	Francis Kioyo
Q882229	Blattnicksele
Q8823	Levante UD
Q882488	DRG Class 24
Q8826	Palma
Q883223	Blazice
Q883246	William Woodbridge
Q883271	Blažkov
Q8835	RCD Mallorca
Q88430	Thomas Pähtz
Q885167	Ich bin ein Star – Holt mich hier raus!
Q885545	Bludov
Q885546	Bludov
Q8857	Málaga CF
Q886	The Simpsons
Q887281	Blšany
Q887724	Frank Murphy
Q887996	Jonílson Clovis Nascimento Breves
Q888018	Francismar Carioca de Oliveira
Q888059	Bob Latchford
Q888192	Michael Jefferson Nascimento
Q888506	Bobby Collins
Q888889	Bobrůvka
Q888894	Bobsam Elejiko
Q889050	Bochoř
Q889289	Davy Pröpper
Q889463	Roman Volkov
Q889600	Hugo Curioni
Q889837	Bodil Award for Best Actress in a Leading Role
Q890765	Bohdašín
Q890771	Bohdíkov
Q891140	Bojan Markovski
Q891145	Bojan Neziri
Q891190	Bojkovice
Q891663	Bolulla
Q891679	Boluspor
Q89173	Karl Schlögel
Q892	J. R. R. Tolkien
Q892232	Miroslav Barčík
Q892297	Jean Deza
Q893184	Igor Țîgîrlaș
Q893267	Vadim Boreț
Q893308	AFC Eskilstuna
Q893554	Borgholm
Q893574	Borgvik
Q893798	Boris Snetkov
Q893814	Boris Živković
Q89390	Carl Auer von Welsbach
Q894113	Borová
Q894334	Boršice
Q894598	Boston Society of Film Critics Award for Best Supporting Actress
Q895675	Boxholm
Q895756	Edmund Adamkiewicz
Q895873	Pierre Méhaignerie
Q895921	Boyd Gaines
Q896092	Hans Fallada Prize
Q896190	Willi Landgraf
Q896203	Florian Hart
Q896281	Bořetice
Q896307	Boškov
Q896340	Bošín
Q896370	Božejov
Q89638	Bianca Rech
Q896384	Božice
Q896391	Božidar Ćosić
Q897008	Bradley Denton
Q897070	Bradley Wright-Phillips
Q897228	T-Mobile
Q897801	Guillaume Warmuz
Q898205	Charilaos Pappas
Q898237	Sissi
Q898464	Brandýs nad Orlicí
Q898527	World Fantasy Award for Best Novel
Q898676	Miles Addison
Q898946	Braníškov
Q899013	Poisk
Q899039	Louisa Gross Horwitz Prize
Q899189	Brazil national under-23 football team
Q899225	Michał Chałbiński
Q899461	Horezu
Q899654	Romeo Mitrović
Q899770	International Centre for Settlement of Investment Disputes
Q899928	Bratčice
Q90	Paris
Q900352	César Award for Best Production Design
Q900369	César Award for Best Original Screenplay or Adaptation
Q900378	César Award for Best Sound
Q900385	César Award for Best Costume Design
Q900424	César Award for Best Supporting Actor
Q900494	César Award for Best Actor
Q900837	Richard Zare
Q901462	Damon Knight Memorial Grand Master Award
Q90154	Axel Kruse
Q901791	László Disztl
Q902358	Curtis Good
Q902679	Cody Eppley
Q904528	Grammy Award for Album of the Year
Q904645	Grand Prix Charles-Leopold Mayer
Q904664	Gábor A. Somorjai
Q90489	Fabian Döttling
Q905369	Koji Nakanishi
Q905656	NAS Award in Chemical Sciences
Q906557	James Spudich
Q906711	Nucet
Q906914	Nods
Q907311	Netflix
Q907549	Rosenfors
Q907789	Frank Westheimer
Q908858	Donostia Award
Q909189	Darlington F.C.
Q909379	Doubí
Q909942	Drmoul
Q910228	TI-Raleigh
Q910453	Esporte Clube Juventude
Q910476	Dub
Q910869	Brett Studman
Q911112	Yernes y Tameza
Q911223	Finlandia Prize
Q911385	Vác FC
Q911524	Dunaújváros FC
Q911856	Dvorek
Q91250	Martin Trocha
Q91251	Sven Mende
Q91265	Ralf Appel
Q912982	Brian Priske
Q913304	Riudecanyes
Q913615	Tony Watt
Q913648	Christian Altinier
Q913701	Philip Hellquist
Q914086	Cerro Porteño
Q914222	Carlos Adrián Valdez
Q91443	Rudolf Kippenhahn
Q915051	Modřice
Q915228	MTV Video Music Award for Best Rock Video
Q915352	Paksi FC
Q9155	Lagny-sur-Marne
Q915656	Ivo Georgiev
Q915966	Vlachovice
Q916118	Mladý Smolivec
Q916199	Oud-Heverlee Leuven
Q916259	Nuri Fatih Aydın
Q917190	George Wetherill
Q917257	Brimah Razak
Q917669	Martín Rivas
Q918044	Valencia CF Mestalla
Q918054	NBA Coach of the Year Award
Q918597	Salome Melia
Q918626	Torre Alháquime
Q919035	Potes
Q919050	Molina de Aragón
Q919126	Enrico Neitzel
Q919262	Rawez Lawan
Q919465	Stefán Gíslason
Q919552	Patrick Vervoort
Q919635	Captain Conan
Q919643	Michal Hanek
Q919683	Renzo Revoredo
Q919720	Miquel Soler
Q919854	Francisco Gallardo
Q920263	Hertha BSC II
Q920357	Vadims Logins
Q920572	Vackov
Q920587	John Cunliffe
Q920634	Lázně Bohdaneč
Q920749	Fabrice Pancrate
Q921196	Pa-Modou Kah
Q921352	Nuevo Baztán
Q9213751	ACS Poli Timișoara
Q921407	Horní Bradlo
Q921414	Calzada de Calatrava
Q921418	Júnior Díaz
Q921730	Brloh
Q921799	Brnířov
Q92187	Dieter Schwemmle
Q921972	Le Thuit-Anger
Q922115	Lubomír Pokluda
Q922322	Critics' Choice Movie Award for Best Actor
Q922348	Broadcast Film Critics Association Award for Best Supporting Actor
Q922396	Broadcast Film Critics Association Award for Best Cast
Q922401	Valtrovice
Q922517	Terry Dixon
Q922668	Mir
Q922698	Italy national under-21 football team
Q922804	Alan Gilzean
Q922926	Murueta
Q922946	Everson Pereira da Silva
Q923052	Dawid Kucharski
Q92306	Peter Reichert
Q923088	Stefano Pioli
Q923097	Lesonice
Q923200	Kris Stadsgaard
Q923361	Marc Rieper
Q923402	Alan Patrick
Q923432	Alex Nimely
Q923774	Matheus Leite Nascimento
Q923781	Filippo Galli
Q923810	Kamenná Lhota
Q923816	Marco Martini
Q923903	Ezequiel Muñoz
Q923971	Martin Albrechtsen
Q924085	Horní Slavkov
Q924114	Teplá
Q924228	Anthony Domingo Silva
Q924234	Brodec
Q924296	CSM Ceahlăul Piatra Neamț
Q924356	Dmitri Khomich
Q924366	José Della Torre
Q924381	Federico Peluso
Q924560	Jon Knudsen
Q924561	Javi Ruiz
Q92459	Gernot Erler
Q924602	Victor Sikora
Q924796	Nicolai Jørgensen
Q924875	Jan Vošahlík
Q924988	Nils Arne Eggen
Q925146	Holštejn
Q925167	Luis Gabriel Rey
Q925535	Steven Smith
Q925699	Yuriy Sak
Q925781	Chris Seitz
Q925802	Leandro de Almeida
Q925877	Gösta Ekman
Q9259	World Heritage Site
Q925935	GKS Katowice
Q926007	Gerard Bergholtz
Q92602	Tony Hoare
Q92617	Paul Baran
Q926318	Johnson Monteiro Pinto Macaba
Q926387	Sergio Livingstone
Q926549	Juho Mäkelä
Q926677	Trond Andersen
Q926737	Óscar Rojas Ruiz
Q927066	Rafael Bastos
Q927149	Pedroso de Acim
Q927247	Bruno Aguiar
Q927261	Christophe Legoût
Q927377	Joseph Kizito
Q927385	Kestřany
Q927541	Hořice
Q92764	Sergey Brin
Q92766	Robert Metcalfe
Q927813	Mario Martínez Rubio
Q927889	Mark Švets
Q928037	Galbárruli
Q928103	Francis Dickoh
Q928167	David Goodwillie
Q928218	Alesón
Q928275	Chrustenice
Q928292	Valentin Iliev
Q928299	Kokory
Q928313	José Castelblanco
Q928409	Val de San Lorenzo
Q928478	Joe Keenan
Q929006	Oleksandr Hladkyi
Q929111	Gennaro Delvecchio
Q929332	Katamatite
Q929334	Alain Peyrefitte
Q929360	Mersin İdmanyurdu
Q929370	Pascal Delhommeau
Q929461	Baños de Valdearados
Q929601	Samed Kartal
Q929616	Édouard Crut
Q929743	Higuera de Vargas
Q929775	Kaimar Saag
Q929835	Canillas de Río Tuerto
Q929853	Evgueni Chtchetinine
Q930110	Salvador Artigas
Q930346	Vincenzo Fiorillo
Q930371	Sam Vokes
Q930641	Santervás de Campos
Q930967	Elisabetta Casellati
Q931284	San Román de los Montes
Q931432	Francisco Gabriel Guerrero
Q931490	Casas de Fernando Alonso
Q931524	La Aldehuela
Q931704	OFI Crete F.C.
Q931827	Peter Dzúrik
Q932034	Podhorní Újezd a Vojice
Q932121	Champ-sur-Layon
Q9322	Deutsche Bahn
Q932281	European Film Award for Best Actor
Q932362	Arroyo del Ojanco
Q932667	Paul Verhaegh
Q932679	Marcin Kuźba
Q932872	Lazkao
Q932914	Alajeró
Q932917	Aleksandar Ignjovski
Q932932	Ljubinko Drulović
Q932974	Stoycho Stoilov
Q932982	Cédric Bakambu
Q932985	Pierre Boya
Q933158	Kenneth Zohore
Q933184	Alen Stevanović
Q933215	Aldeanueva del Codonal
Q933284	Lauri Dalla Valle
Q933304	Staré Jesenčany
Q933334	Bryce Moon
Q933643	Charlie Mulgrew
Q933675	Kvilda
Q933750	Gareth McAuley
Q93391	Glenn Murray
Q933965	Urmas Kirs
Q93413	Písečné
Q934212	Piñor
Q93436	Vidonín
Q934402	Humberto Maschio
Q93460	Skřinářov
Q934780	Pécsi MFC
Q934797	Yves Vanderhaeghe
Q93480	Zadní Zhořec
Q934812	Novosedly
Q93483	Sulkovec
Q934854	Mauro Biello
Q935	Isaac Newton
Q935113	Heuilley-Cotton
Q935137	Gastón Machín
Q935232	David Targamadze
Q935390	Filipe Teixeira
Q9354	Gianfranco Zola
Q935531	Einar Økland
Q935843	Grammy Lifetime Achievement Award
Q935956	FC Metalurh Zaporizhzhia
Q935960	TV3
Q935978	Ricardo Sánchez
Q93604	Lotte Lenya
Q936099	Pustověty
Q9361	Bishkek
Q936106	Eddington Medal
Q936153	Edwin Retamoso
Q936391	Brandon Allen
Q936430	Maxime Bouet
Q936442	Gianni Zuiverloon
Q936621	Jacques Faty
Q936675	Jenštejn
Q936683	Nebula Award for Best Novelette
Q936998	Milan Mišůn
Q937062	Matija Bećković
Q937084	Philip Reeve
Q937089	Imre Garaba
Q93714	Cecil Bødker
Q937213	Digenis Akritas Morphou FC
Q937267	Frank Thomas
Q93731	Daniel Gustavsson
Q937480	Vladimir Petkov
Q937629	National Medal of Technology and Innovation
Q937659	Yoshiharu Habu
Q937669	Monsef Zerka
Q937688	Strmilov
Q937797	Estanislao Argote
Q937923	Bolbaite
Q937993	Motor Sich
Q938256	Levínská Olešnice
Q938279	Sasho Petrovski
Q938447	Gabriel Mendopoto
Q93870	Eva Glawischnig-Piesczek
Q938828	Kay Wenschlag
Q939207	Redueña
Q939343	Wojciech Kowalczyk
Q939514	Kevin Goldthwaite
Q940001	FC Sète
Q940068	Fodé Mansaré
Q940135	United States Secretary of the Navy
Q940245	Pat Nevin
Q940389	Hornosín
Q940553	Ludovic Delporte
Q940588	Valdemora
Q940653	Lhotka
Q9408	Barnet F.C.
Q940810	André Luís Garcia
Q940920	Emil Gargorov
Q940991	Iulian Tameș
Q941320	Vladimir But
Q941519	Koen Daerden
Q941533	Es Castell
Q941611	Peter Larsson
Q941874	Alain N'Kong
Q941956	Munera
Q941963	Romain Brégerie
Q941970	Valentin Iglinsky
Q94201	Záblatí
Q942058	Křenovice
Q942103	Ilshat Faizulin
Q94218	Světnov
Q942248	Joe Lewis
Q942294	Les Valls de Valira
Q94236	Podolí
Q942501	Církvice
Q9426	Stevenage F.C.
Q942704	Yordan Minev
Q94273	Gerhard Roth
Q942842	Smíchov
Q942855	Vítkovice
Q942893	Michael Svensson
Q942983	Sotragero
Q943106	Best NBA Player ESPY Award
Q943298	Buck 65
Q943379	Lord President of the Council
Q943381	Víctor Ormazábal
Q943533	Jeroen Piket
Q943558	Vasilis Hatzipanagis
Q943793	Ivorra
Q944048	NIN Prize
Q944137	Frigiliana
Q944367	Příseka
Q944381	San Antonio de Benagéber
Q944466	Muñogalindo
Q944625	Azután
Q944657	Sylvain Monsoreau
Q944835	Mladen Brkić
Q944876	Calcio Lecco 1912
Q944957	Tony Gustavsson
Q945	Togo
Q945016	Scotland national rugby union team
Q94507	Pikárec
Q94518	Lars Cramer
Q94520	Sejřek
Q945241	Gamal Hamza
Q945295	Stanley Menzo
Q94532	Vepřová
Q94557	Radešín
Q945634	Radim Nečas
Q94571	Club Blooming
Q945726	Dario Hübner
Q945887	Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie
Q94589	Račice
Q945909	Ivan Woods
Q946071	Emil Dică
Q946208	Malpartida de Cáceres
Q946297	Wales national under-21 football team
Q946348	Emiliano Dudar
Q946394	Neil Pointon
Q946473	Umut burugudut bulut
Q946501	Krzysztof Król
Q946559	Ufuk Ceylan
Q946569	Daouda Diakité
Q946612	Raul Rusescu
Q946679	Pavel Srniček
Q946789	Luby
Q946973	James Dooge
Q947031	Pozuelo de Tábara
Q947090	Grammy Award for Best Male Pop Vocal Performance
